
qst_deliver_message|"{s13}에게 전갈을 전달하기"
qst_deliver_message_to_enemy_lord|"{s13}에게 전갈을 전달하기"
qst_raise_troops|"{reg1}명의 {s14}을(를) 모집하기"
qst_escort_lady|"{s13}을(를) {s14}(으)로 호위하기"
qst_deal_with_bandits_at_lords_village|"{s15} 마을을 도적떼로부터 구하기"
qst_collect_taxes|"{s3}에서 세금을 징수하기"
qst_hunt_down_fugitive|"{s4}을(를) 추적하기"
qst_bounty_1|"{s4}을(를) 추적하기"
qst_bounty_1_text|"{s14}의 {s9}은(는) {s4}(이)라는 도망자를 추적하도록 당신에게 의뢰했다. 추적 대상은 현재 {s3}에 있다고 한다."
qst_bounty_2|"{s4}을(를) 추적하라"
qst_bounty_2_text|"{s14}의 {s9}은(는) {s4}(이)라는 도망자를 추적하도록 당신에게 의뢰했다. 추적 대상은 현재 {s3}에 있다고 한다."
qst_bounty_3|"{s4}을(를) 추적하라"
qst_bounty_3_text|"{s14}의 {s9}은(는) {s4}(이)라는 도망자를 추적하도록 당신에게 의뢰했다. 추적 대상은 현재 {s3}에 있다고 한다."
qst_bounty_4|"{s4}을(를) 추적하라"
qst_bounty_4_text|"{s14}의 {s9}은(는) {s4}(이)라는 도망자를 추적하도록 당신에게 의뢰했다. 추적 대상은 현재 {s3}에 있다고 한다."
qst_bounty_5|"{s4}을(를) 추적하라"
qst_bounty_5_text|"{s14}의 {s9}은(는) {s4}(이)라는 도망자를 추적하도록 당신에게 의뢰했다. 추적 대상은 현재 {s3}에 있다고 한다."
qst_bounty_6|"{s4}을(를) 추적하라"
qst_bounty_6_text|"{s14}의 {s9}은(는) {s4}(이)라는 도망자를 추적하도록 당신에게 의뢰했다. 추적 대상은 현재 {s3}에 있다고 한다."
qst_kill_local_merchant|"{s3}의 지역상인 암살하기"
qst_bring_back_runaway_serfs|"달아난 농노 되찾기"
qst_follow_spy|"접선 장소까지 첩자를 미행하기"
qst_capture_enemy_hero|"{s13}의 가신을 포로로 잡기"
qst_lend_companion|"동료 {s3}을(를) {s9}에게 빌려주기"
qst_collect_debt|"{s3}에게서 {s9}의 빚을 회수 하기"
qst_incriminate_loyal_commander|"{s13}의 충성스런 부하인 {s16}에게 누명을 씌워라"
qst_meet_spy_in_enemy_town|"{s13}에서 첩자와 접선하기"
qst_capture_prisoners|"{reg1}명의 {s3} 포로를 확보하기"
qst_deliver_love_letter|"{s13}에게 서한을 전달하기"
qst_deliver_letter|"{s13}에게 연애 편지를 전달하기"
qst_lend_surgeon|"당신의 군의 {s3}을(를) {s1}에게 빌려주기"
qst_follow_army|"{s9}의 부대를 따라가기"
qst_report_to_army|"사령관 {s13}에게 보고하기"
qst_deliver_cattle_to_army|"가축 {reg3}마리를 {s13}(으)로 배달하기"
qst_join_siege_with_army|"{s14}의 공성전에 참여하기"
qst_screen_army|"{s13} 부대의 진격을 막기"
qst_scout_waypoints|"{s13}, {s14} 그리고 {s15}을(를) 정찰하기"
qst_rescue_lord_by_replace|"{s13}을(를) {s14}에서 구출하기"
qst_deliver_message_to_prisoner_lord|"{s14}의 감옥에 있는 {s13}에게 서한을 전달하기"
qst_duel_for_lady|"{s13}에게 결투 신청"
qst_duel_courtship_rival|"{s13}에게 결투 신청 (선택)"
qst_duel_avenge_insult|"{s13}에게 결투 신청"
qst_move_cattle_herd|"가축 무리를 {s13}(으)로 운반하기"
qst_escort_merchant_caravan|"대상을 {s8}(으)로 호위하기"
qst_deliver_wine|"{reg5}개의 {s6}을 {s4}(으)로 배달하기"
qst_troublesome_bandits|"성가신 도적을 추적하기"
qst_kidnapped_girl|"도적들로 부터 소녀를 구출하기"
qst_persuade_lords_to_make_peace|"두 영주가 평화서약을 하도록 설득하기"
qst_deal_with_looters|"약탈자 처리하기"
qst_deal_with_night_bandits|"밤도적 처리하기"
qst_deliver_grain|"밀을 {s3}(으)로 배달하기"
qst_deliver_cattle|"가축 {reg5}마리를 {s3}(으)로 배달하기"
qst_train_peasants_against_bandits|"도적들에 대항하여 {s13}의 농부들을 훈련시키기"
qst_escort_scholars|"학자를 {s8} 까지 호위하기"
qst_escort_scholars_text|"학자를 {s8} 도시까지 호위하기"
qst_eliminate_bandits_infesting_village|"{s7}을(를) 약탈자들에게서 보호하기"
qst_visit_lady|"숙녀를 방문하기"
qst_formal_marriage_proposal|"정식으로 청혼하기"
qst_obtain_liege_blessing|"정식으로 청혼하기"
qst_wed_betrothed|"약혼자와 결혼하기"
qst_wed_betrothed_female|"약혼자와 결혼하기"
qst_join_faction|"{s1}에게 충성 서약하기"
qst_rebel_against_kingdom|"{s13}(이)가 {s14}의 왕좌를 되찾는 것을 돕기"
qst_consult_with_minister|"대신의 조언을 듣기"
qst_organize_feast|"연회 개최"
qst_resolve_dispute|"논쟁 해결"
qst_offer_gift|"선물 얻기"
qst_denounce_lord|"영주 비난"
qst_intrigue_against_lord|"영주에 대한 음모"
qst_track_down_bandits|"도적들 추적하기"
qst_track_down_provocateurs|"공작원 추적하기"
qst_retaliate_for_border_incident|"국경분쟁에 대한 보복"
qst_raid_caravan_to_start_war|"중립 상인을 공격하여 전쟁을 유발하기"
qst_cause_provocation|"왕국을 자극하여 다른 나라를 공격하도록 만들어라"
qst_rescue_prisoner|"포로를 구해내거나 몸값을 지불하기"
qst_destroy_bandit_lair|"도적들의 소굴을 파괴하기"
qst_get_money_from_debtor|"수노에서 채무자로부터 돈을 받기"
qst_raid_voldeburg_caravan|"볼데부르크로 향하는 용의 제국 대상을 습격하기"
qst_local_lord|"지방 영주를 보호하기"
qst_defeat_dragon_priest|"용의 사제를 쓰러뜨리기"
qst_defeat_gunnarr|"위험한 발라히르 용병 군나르를 쓰러뜨려라"
qst_conquer_voldeburg|"볼데부르크를 정복하기"
qst_defeat_octiem|"제 3 군단의 전초 기지를 공격하기"
qst_conquer_forniron|"엘린터의 수도 포르니른을 정복하라"
qst_kill_svafar|"스바파르를 죽여서 토르손의 죽음을 복수하라"
qst_disbelievers|"불신자들의 부대를 격파하라"
qst_infidels|"이교도들의 부대를 격파하라"
qst_elites_fac1|"배신자들을 격파하라"
qst_mysteryquest|"사라진 초상화"
qst_secretarians|"사제들의 보조자들을 쓰러뜨려라"
qst_elites_fac3|"반군 부족을 뿌리뽑아라"
qst_elites_fac4|"믹카비안 반역자들을 물리쳐라"
qst_elites_fac6|"하콘 탈주병들을 물리쳐라"
qst_elites_fac9|"허스칼 반란군을 물리쳐라"
qst_prisoners_for_ramun1|"라문을 위해 몇몇 포로들을 잡아라"
qst_demonquest1|"악마의 성소를 방문하기"
qst_escort_wyverns|"와이번 부대를 호위하기"
qst_hunt_secretarians|"종파 용의 사제를 사냥하라"
qst_defeat_kunika|"고위 사제 쿠니카를 격파하라"
qst_bountyquest1|"위험한 탈주자 무리들을 물리쳐라"
qst_bountyquest2|"약탈을 일삼는 도적 무리를 격파하라"
qst_bountyquest4|"악마 숭배자들을 물리쳐라"
qst_remuserrand|"레무스는 당신에게 어떤 백작에게 짧은 서한을 전달해달라고 요구했다."
qst_espada_beowulf|"이라리스의 리라와 타이세오 황제의 전기를 찾기"
qst_aegis|"당신은 전설적인 붉은 불멸자들을 찾아서 그들을 격파하고 전리품을 얻기로 결정했다."
qst_defeat_kalrind|"칼린드라는 악명 높은 겔다린 귀족을 물리쳐라"
qst_peasant_rebels_ag|"농민 반란군과 모험가들"
qst_ag_elf_1|"나드리엘라와 츠바이발"
qst_oim_kidalovo_z_konyem|"늑대를 위한 절반의 왕국"
qst_oim_kidalovo_z_konyem_text|"늑대를 위한 절반의 왕국"
qst_talk_to_npc15|"시 진과 대화하기"
qst_defeat_horde_jin|"진의 대군을 격파하기"
qst_defeat_horde_khergia|"케르지아의 대군 격파하기"
qst_defeat_horde_shun_ha|"순 하의 대군 격파하기"
qst_defeat_horde_sine|"시네의 대군 격파하기"
qst_talk_to_lord_town|"{s8}의 소유자와 대화하기"
qst_meutererstadt_quest|"비니카의 혁명"
qst_talk_to_mercenary_nihonian|"니혼니안 용병과 대화하기"
qst_talk_to_omelian_kasap|"오멜리안 카사프와 대화하기"
qst_escort_ataman_omelian_kasap|"아타만 오멜리안 카사프를 호위하기"
qst_rebellion_in_town|"{s8}의 반란군을 분쇄하라"
qst_customer_in_strange_black_armor|"이상한 검은 갑옷을 입은 고객을 돕기"
qst_talk_to_customer_in_strange_black_armor|"이상한 검은 갑옷을 입은 사람과 대화하기"
qst_zannbaumeister_syabr_quest|"유명한 요새 건축가 시야브"
qst_talk_to_zann_fort_captain|"잔 요새의 대장과 대화하기"
qst_gesprach_mit_zann_ronin|"부대에 참여한 정찰병과 대화하기"
qst_gesprach_mit_prisoner_mosoru|"모소르 기수 중 한 명을 찾아서 시야브의 부대에 대한 공격에 대해서 듣기"
qst_gesprach_mit_town_19_tavernkeeper|"선술집 주인에게 물어보기"
qst_defeat_group_masnerian_mercenaries|"마스너리안 용병들의 집단을 물리치기"
qst_gesprach_mit_town_19_mayor|"조합장에게 물어보기"
qst_vertrag_mit_augustus|"자유용병 조합의 지도자인 아우구스투스 마크믹스와 계약을 맺기"
qst_defeat_group_freelancer_deserters|"자유용병 탈주병 집단을 격파하기"
qst_escort_syabr_party|"시야브의 부대를 호위하기"
qst_talk_to_remus|"레무스와 대화하기"
qst_defeat_group_sut_giant|"늑대 기사단에 가입하기를 원하는 수트 거인들의 집단을 물리쳐라"
qst_talk_to_silberfalke|"병기 제조자 은빛매와 대화하기"
qst_talk_to_konyk|"미드브루어와 대화하기"
qst_amazone_quest|"나이든 아마존 옥사나문을 호위하기"
qst_defeat_ankars_caravan|"앙카스 보급품 대상을 격파하기"
qst_talk_to_elderly_amazon|"나이든 아마존과 대화하기"
qst_talk_to_captain_berkut|"대장 베르쿠트와 대화하기"
qst_report_of_elderly_amazon|"나이든 아마존에게 보고하기"
qst_defeat_squad_amazon|"앙카스 분대를 격파하기"
qst_killed_joan_zwiebel|"조안 츠바이벨의 부대를 격파하기"
qst_defeat_tolranian_spymaster|"톨라니안 첩자 대장의 부대를 격파하기"
qst_talk_to_requester|"의뢰인과 대화하기"
qst_defeat_a_group_of_mercenary_warband|"용병단을 격파하기"
qst_defeat_a_mysterious_group|"수상한 집단을 쓰러뜨리기"
qst_randomdorf_1|"{s10}에서 난동을 부리는 귀족들을 끝장내기"
qst_nibor_in_dorf|"{s10}에서 니보르 후드의 부대를 격파하기"
qst_strangerapier|"레이피어 찾기"
qst_Collect_men|"10명 이상의 부하들을 모집하기"
qst_learn_where_merchant_brother_is|"인질이 어디에 있는지 알아보기"
qst_save_relative_of_merchant|"도적의 은신처 공격하기"
qst_save_town_from_bandits|"도시를 도적떼로부터 구하기"
qst_freelancer_enlisted|"사병: {s13}의 부대에 입대했음"
qst_freelancer_vacation|"사병: 부대로부터 떠남"
qst_freelancer_captured|"사병: 포로가 되었음"
qst_quests_end|"Quests End"
